"Family","Genus","Species","lme","fao","Subspecies"
"Halosauridae","Halosauropsis","macrochir","8",27,""
"Alepocephalidae","Alepocephalus","agassizii","8",27,""
"Alepocephalidae","Rouleina","attrita","8",27,""
"Melamphaidae","Scopelogadus","beanii","8",27,""
"Alepocephalidae","Bajacalifornia","megalops","8",27,""
"Platytroctidae","Holtbyrnia","anomala","8",27,""
"Bathysauridae","Bathysaurus","ferox","8",27,""
"Chimaeridae","Hydrolagus","affinis","8",27,""
"Halosauridae","Aldrovandia","affinis","8",27,""
"Halosauridae","Aldrovandia","phalacra","8",27,""
"Myctophidae","Symbolophorus","veranyi","8",27,""
"Gonostomatidae","Sigmops","bathyphilus","8",27,""
"Myctophidae","Lampanyctus","macdonaldi","8",27,""
"Serrivomeridae","Serrivomer","beanii","8",27,""
"Notosudidae","Scopelosaurus","lepidus","8",27,""
"Melamphaidae","Melamphaes","suborbitalis","8",27,""
"Synaphobranchidae","Ilyophis","brunneus","8",27,""
"Macrouridae","Coryphaenoides","carapinus","8",27,""
"Moridae","Halargyreus","johnsonii","8",27,""
"Pentanchidae","Apristurus","laurussonii","8",27,""
"Paralepididae","Arctozenus","risso","7",27,""
"Liparidae","Careproctus","reinhardti","7",27,""
"Liparidae","Careproctus","","7",27,""
"Grammicolepididae","Grammicolepis","brachiusculus","8",27,""
"Nemichthyidae","Nemichthys","scolopaceus","7",27,""
"Zoarcidae",NA,"","8",27,""
"Derichthyidae","Derichthys","serpentinus","8",27,""
"Sternoptychidae","Argyropelecus","gigas","8",27,""
"Macrouridae","Nezumia","","8",27,""
"Paralepididae","Paralepis","elongata","8",27,""
"Lotidae","Gaidropsarus","argentatus","8",27,""
"Myctophidae","Notoscopelus","kroyeri","8",27,""
"Bythitidae","Cataetyx","laticeps","8",27,""
"Eurypharyngidae","Eurypharynx","pelecanoides","8",27,""
"Oreosomatidae","Neocyttus","helgae","8",27,""
"Myctophidae","Lampadena","speculigera","8",27,""
"Pentanchidae","Apristurus","","8",27,""
"Paralepididae","Paralepis","","8",27,""
"Alepocephalidae","Rouleina","maderensis","8",27,""
"Ophidiidae","Dicrolene","introniger","8",27,""
"Ipnopidae","Bathypterois","longipes","8",27,""
"Moridae",NA,"","8",27,""
"Derichthyidae","Nessorhamphus","ingolfianus","8",27,""
"Alepocephalidae","Alepocephalus","bairdii","8",27,""
"Stomiidae","Borostomias","antarcticus","8",27,""
"Chiasmodontidae","Chiasmodon","","8",27,""
"Macrouridae",NA,"","8",27,""
"Anoplogastridae","Anoplogaster","cornuta","8",27,""
"Stomiidae","Borostomias","","8",27,""
"Rondeletiidae","Rondeletia","loricata","8",27,""
"Stomiidae","Aristostomias","","8",27,""
"Synodontidae","Saurida","brasiliensis","8",27,""
"Ipnopidae","Bathypterois","","8",27,""
"Alepocephalidae","Conocara","salmoneum","8",27,""
"Moridae","Laemonema","","8",27,""
"Parazenidae","Cyttopsis","rosea","8",27,""
"Petromyzontidae","Petromyzon","marinus","8",27,""
"Ipnopidae","Bathypterois","quadrifilis","8",27,""
"Macrouridae","Coryphaenoides","","8",27,""
"Ophidiidae","Bassogigas","gillii","8",27,""
"Stomiidae","Photostomias","guernei","8",27,""
"Ophidiidae",NA,"","8",27,""
"Gonostomatidae",NA,"","8",27,""
"Myctophidae","Hygophum","hygomii","8",27,""
"Liparidae","Paraliparis","garmani","8",27,""
"Phosichthyidae","Vinciguerria","nimbaria","8",27,""
"Ipnopidae","Bathypterois","phenax","8",27,""
"Rajidae","Amblyraja","jenseni","8",27,""
"Ipnopidae","Bathypterois","grallator","8",27,""
"Oneirodidae","Oneirodes","","8",27,""
"Omosudidae","Omosudis","lowii","8",27,""
"Myctophidae","Notoscopelus","bolini","8",27,""
"Howellidae","Howella","brodiei","8",27,""
"Myctophidae","Lobianchia","dofleini","8",27,""
"Myctophidae","Taaningichthys","minimus","8",27,""
"Chiasmodontidae","Pseudoscopelus","","8",27,""
"Alepocephalidae","Rouleina","","8",27,""
"Notacanthidae","Lipogenys","gillii","8",27,""
"Gonostomatidae","Cyclothone","","8",27,""
"Alepocephalidae","Alepocephalus","","8",27,""
"Myctophidae","Lampanyctus","photonotus","8",27,""
"Myctophidae","Lampadena","","8",27,""
"Nomeidae","Cubiceps","gracilis","8",27,""
"Alepisauridae","Alepisaurus","brevirostris","8",27,""
"Rajidae",NA,"","8",27,""
"Melamphaidae","Poromitra","crassiceps","8",27,""
"Melamphaidae","Scopeloberyx","robustus","8",27,""
"Alepocephalidae","Bathytroctes","microlepis","8",27,""
"Rajidae","Leucoraja","","7",27,""
"Serranidae","Anthias","nicholsi","8",27,""
"Melamphaidae","Scopelogadus","","8",27,""
"Nettastomatidae","Venefica","procera","8",27,""
"Moridae","Lepidion","schmidti","8",27,""
"Rajidae","Leucoraja","","8",27,""
"Liparidae","Paraliparis","calidus","8",27,""
"Clupeidae","Alosa","aestivalis","8",27,""
"Myctophidae","Benthosema","glaciale","7",27,""
"Stichaeidae","Anisarchus","medius","8",27,""
"Phycidae","Urophycis","","8",27,""
"Myctophidae","Notoscopelus","","8",27,""
"Myctophidae","Ceratoscopelus","maderensis","7",27,""
"Myctophidae","Myctophum","punctatum","7",27,""
"Myctophidae","Diaphus","dumerilii","7",27,""
"Myctophidae","Hygophum","hygomii","7",27,""
"Paralepididae","Paralepis","","7",27,""
"Congridae","Conger","conger","7",27,""
"Phycidae","Urophycis","regia","7",27,""
